Cenário_da_violação;Frequência;Início_das_violações;Grupo_vulnerável;Relação_vítima_suspeito;Sexo_da_vítima;Faixa_etária_da_vítima;Deficiência_da_vítima;Município_da_vítima;Raça_Cor_da_vítima;Sexo_do_suspeito;Faixa_etária_do_suspeito;Raça_Cor_do_suspeito;violacao
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;60 A 64 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;MENTAL/INTELECTUAL;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;60 A 64 ANOS;PARDA;IGUALDADE>DISCRIMINAÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;60 A 64 ANOS;PARDA;INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;60 A 64 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>EXPOSIÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;60 A 64 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>EXPOSIÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;60 A 64 ANOS;PARDA;INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;60 A 64 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;60 A 64 ANOS;PARDA;INTEGRIDADE>NEGLIGÊNCIA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;60 A 64 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;MENTAL/INTELECTUAL;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;60 A 64 ANOS;PARDA;IGUALDADE>DISCRIMINAÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;60 A 64 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;30 A 34 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>EXPOSIÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;30 A 34 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>INJÚRIA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;30 A 34 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;30 A 34 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>EXPOSIÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;30 A 34 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>INJÚRIA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;MENTAL/INTELECTUAL;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;30 A 34 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;30 A 34 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>DIFAMAÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;30 A 34 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>DIFAMAÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;30 A 34 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;MENTAL/INTELECTUAL;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;30 A 34 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
ESTABELECIMENTO COMERCIAL;SEMANALMENTE;HÁ MAIS DE SEIS MESES;VIOLÊNCIA CONTRA PESSOA IDOSA;VIZINHO(A);FEMININO;65 A 69 ANOS;NÃO;3302700 | MARICÁ;PARDA;MASCULINO;40 A 44 ANOS;PARDA;INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE
ESTABELECIMENTO COMERCIAL;SEMANALMENTE;HÁ MAIS DE SEIS MESES;VIOLÊNCIA CONTRA PESSOA IDOSA;VIZINHO(A);FEMININO;65 A 69 ANOS;NÃO;3302700 | MARICÁ;PARDA;MASCULINO;35 A 39 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>EXPOSIÇÃO
ESTABELECIMENTO COMERCIAL;SEMANALMENTE;HÁ MAIS DE SEIS MESES;VIOLÊNCIA CONTRA PESSOA IDOSA;VIZINHO(A);FEMININO;65 A 69 ANOS;NÃO;3302700 | MARICÁ;PARDA;MASCULINO;35 A 39 ANOS;BRANCA;INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE
ESTABELECIMENTO COMERCIAL;SEMANALMENTE;HÁ MAIS DE SEIS MESES;VIOLÊNCIA CONTRA PESSOA IDOSA;VIZINHO(A);FEMININO;65 A 69 ANOS;NÃO;3302700 | MARICÁ;PARDA;MASCULINO;40 A 44 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>EXPOSIÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>EXPOSIÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>DIFAMAÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>DIFAMAÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;MENTAL/INTELECTUAL;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>FÍSICA>AGRESSÃO ou VIAS DE FATO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>EXPOSIÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;MENTAL/INTELECTUAL;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;25 A 29 ANOS;BRANCA;INTEGRIDADE>FÍSICA>AGRESSÃO ou VIAS DE FATO
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;FILHO(A);FEMININO;30 A 34 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;FEMININO;14 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>DIFAMAÇÃO
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;FILHO(A);FEMININO;30 A 34 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;FEMININO;14 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>INSUBSISTÊNCIA AFETIVA
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;FILHO(A);FEMININO;30 A 34 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;FEMININO;14 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>AMEAÇA ou COAÇÃO
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;FILHO(A);FEMININO;30 A 34 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;FEMININO;14 ANOS;BRANCA;INTEGRIDADE>NEGLIGÊNCIA
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;FILHO(A);FEMININO;30 A 34 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;FEMININO;14 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;FILHO(A);FEMININO;30 A 34 ANOS;FÍSICA/MOTORA;3304557 | RIO DE JANEIRO;BRANCA;FEMININO;14 ANOS;BRANCA;INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;FILHO(A);FEMININO;30 A 34 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;FEMININO;14 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CALÚNIA
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;FILHO(A);FEMININO;30 A 34 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;FEMININO;14 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
CASA ONDE RESIDE A VÍTIMA E O SUSPEITO;DIARIAMENTE;HÁ MAIS DE UM ANO;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;FILHO(A);FEMININO;30 A 34 ANOS;NÃO;3304557 | RIO DE JANEIRO;BRANCA;FEMININO;14 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>EXPOSIÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>AMEAÇA ou COAÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;PARDA;INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>DIFAMAÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>EXPOSIÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;PARDA;LIBERDADE>DIREITOS INDIVIDUAIS>AUTONOMIA DE VONTADE
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;MENTAL/INTELECTUAL;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;PARDA;IGUALDADE>DISCRIMINAÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;PARDA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;60 A 64 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;60 A 64 ANOS;BRANCA;INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;60 A 64 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>BULLYING
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>BULLYING
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;60 A 64 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>BULLYING
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;60 A 64 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;60 A 64 ANOS;BRANCA;INTEGRIDADE>NEGLIGÊNCIA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;BRANCA;INTEGRIDADE>NEGLIGÊNCIA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;MENTAL/INTELECTUAL;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;BRANCA;IGUALDADE>DISCRIMINAÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;MENTAL/INTELECTUAL;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;60 A 64 ANOS;BRANCA;IGUALDADE>DISCRIMINAÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;BRANCA;INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>BULLYING
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;60 A 64 ANOS;BRANCA;INTEGRIDADE>NEGLIGÊNCIA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;BRANCA;INTEGRIDADE>NEGLIGÊNCIA
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA CIDADÃO, FAMÍLIA OU COMUNIDADE;VIZINHO(A);MASCULINO;40 A 44 ANOS;MENTAL/INTELECTUAL;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;60 A 64 ANOS;BRANCA;IGUALDADE>DISCRIMINAÇÃO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;FEMININO;60 A 64 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;60 A 64 ANOS;BRANCA;INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE
CASA DA VÍTIMA;DIARIAMENTE;HÁ MAIS DE DEZ ANOS;VIOLÊNCIA CONTRA PESSOA COM DEFICIÊNCIA;VIZINHO(A);MASCULINO;40 A 44 ANOS;NÃO;3306305 | VOLTA REDONDA;BRANCA;MASCULINO;60 A 64 ANOS;BRANCA;INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO
